  ,Class,Confidence,X,Y,Width,Height
2025-09-19 08:53:12,PS,0.9013351202011108,605,657,137,125,261.73
2025-09-19 08:53:12,PS,0.6073998212814331,695,645,80,94,173.44
2025-09-19 08:53:12,PS,0.5949494242668152,618,572,115,44,142.27
2025-09-19 08:53:12,PS,0.5236029028892517,1246,515,66,177,216.17
2025-09-19 08:53:12,PS,0.46401870250701904,771,693,87,53,135.81
2025-09-19 08:53:12,PS,0.4471725821495056,1258,672,43,96,128.5
2025-09-19 08:53:12,PS_count,6,,,,,
2025-09-19 08:53:15,PS,0.8957759141921997,630,641,120,138,257.37
2025-09-19 08:53:15,PS,0.8388231992721558,647,553,103,43,133.1
2025-09-19 08:53:15,LDPE,0.6332968473434448,857,684,49,45,93.91
2025-09-19 08:53:15,PS_count,2,,,,,
2025-09-19 08:53:15,LDPE_count,1,,,,,
2025-09-19 08:53:17,PS,0.7689703106880188,651,594,63,61,123.98
2025-09-19 08:53:17,PS,0.7019286155700684,605,540,87,44,123.74
2025-09-19 08:53:17,PS,0.601593554019928,666,485,236,253,488.7
2025-09-19 08:53:17,PS_count,3,,,,,
2025-09-19 08:53:20,PS,0.9162449240684509,665,597,67,60,126.81
2025-09-19 08:53:20,PS,0.8190029859542847,615,539,84,41,117.37
2025-09-19 08:53:20,PS,0.6346203088760376,672,464,226,202,427.33
2025-09-19 08:53:20,PS_count,3,,,,,
2025-09-19 08:53:23,PS,0.842669665813446,679,596,68,64,131.94
2025-09-19 08:53:23,PS,0.7562603950500488,625,537,88,40,118.66
2025-09-19 08:53:23,LDPE,0.44854825735092163,856,684,46,43,88.95
2025-09-19 08:53:23,PS_count,2,,,,,
2025-09-19 08:53:23,LDPE_count,1,,,,,
2025-09-19 08:53:25,PS,0.8544861674308777,661,598,70,66,135.94
2025-09-19 08:53:25,PS,0.47982215881347656,605,540,88,42,121.59
2025-09-19 08:53:25,PS,0.4582720398902893,669,489,225,261,484.66
2025-09-19 08:53:25,PS_count,3,,,,,
2025-09-19 08:53:28,PS,0.8675342202186584,637,606,62,63,125.0
2025-09-19 08:53:28,PS,0.8506013751029968,585,545,94,41,124.16
2025-09-19 08:53:28,PS,0.7664179801940918,702,599,114,59,164.02
2025-09-19 08:53:28,PS,0.5526689887046814,652,454,262,193,449.74
2025-09-19 08:53:28,PS_count,4,,,,,
2025-09-19 08:53:31,PS,0.8811796307563782,583,554,91,44,126.55
2025-09-19 08:53:31,PS,0.8468409776687622,706,604,121,60,170.41
2025-09-19 08:53:31,LDPE,0.4934743642807007,585,648,111,143,251.98
2025-09-19 08:53:31,PS_count,2,,,,,
2025-09-19 08:53:31,LDPE_count,1,,,,,
2025-09-19 08:53:33,PS,0.8521420359611511,591,646,101,142,239.52
2025-09-19 08:53:33,PS,0.4153516888618469,1200,606,157,227,377.57
2025-09-19 08:53:33,PS_count,2,,,,,
2025-09-19 08:53:36,PS,0.5878016948699951,559,587,106,80,184.17
2025-09-19 08:53:36,PS,0.554530918598175,1247,574,64,252,253.99
2025-09-19 08:53:36,PS,0.5124397873878479,644,535,278,190,459.65
2025-09-19 08:53:36,PS_count,3,,,,,
2025-09-19 08:53:39,PS,0.8726588487625122,665,650,74,134,199.16
2025-09-19 08:53:39,PS,0.8604165315628052,736,612,124,69,185.0
2025-09-19 08:53:39,PS,0.6273208856582642,608,558,99,44,132.0
2025-09-19 08:53:39,LDPE,0.5054259300231934,860,684,50,41,90.55
2025-09-19 08:53:39,PS,0.4626859426498413,1255,631,47,125,153.3
2025-09-19 08:53:39,PS,0.43349260091781616,735,563,112,48,146.64
2025-09-19 08:53:39,PS_count,5,,,,,
2025-09-19 08:53:39,LDPE_count,1,,,,,
2025-09-19 08:53:42,PS,0.9224917888641357,733,620,115,62,168.88
2025-09-19 08:53:42,PS,0.8512981534004211,658,643,74,95,167.69
2025-09-19 08:53:42,PS,0.5021755695343018,595,564,105,43,134.39
2025-09-19 08:53:42,PS,0.41990506649017334,1253,631,53,175,192.61
2025-09-19 08:53:42,PS_count,4,,,,,
2025-09-19 08:53:45,PS,0.8424102067947388,587,558,116,53,156.82
2025-09-19 08:53:45,PS,0.6866422295570374,596,650,153,137,289.56
2025-09-19 08:53:45,PS_count,2,,,,,
2025-09-19 08:53:50,PS,0.8543499708175659,587,557,109,45,140.07
2025-09-19 08:53:50,PS,0.5912382006645203,643,644,94,116,208.84
2025-09-19 08:53:50,PS_count,2,,,,,
2025-09-19 08:53:53,PS,0.7312829494476318,581,556,96,47,134.34
2025-09-19 08:53:53,PS,0.7051904201507568,642,617,84,73,156.61
2025-09-19 08:53:53,PS,0.4568145275115967,713,611,128,63,179.6
2025-09-19 08:53:53,PS_count,3,,,,,
2025-09-19 08:53:55,PS,0.8582761883735657,608,602,68,72,139.94
2025-09-19 08:53:55,PS,0.8573541641235352,677,591,123,64,177.45
2025-09-19 08:53:55,PS,0.5777482986450195,1245,551,68,209,238.43
2025-09-19 08:53:55,PS_count,3,,,,,
2025-09-19 08:53:58,PS,0.5374454259872437,617,611,64,65,129.0
2025-09-19 08:53:58,PS,0.5310723185539246,697,601,123,57,167.46
2025-09-19 08:53:58,PS,0.4799092411994934,573,545,93,43,126.48
2025-09-19 08:53:58,PS_count,3,,,,,
2025-09-19 08:54:01,PS,0.7991880774497986,620,602,70,68,137.99
2025-09-19 08:54:01,PS,0.5677321553230286,694,588,120,63,173.9
2025-09-19 08:54:01,PS_count,2,,,,,
2025-09-19 08:54:03,PS,0.7615251541137695,623,599,67,67,134.0
2025-09-19 08:54:03,PS,0.5703845024108887,697,585,109,63,165.73
2025-09-19 08:54:03,PS,0.4281168580055237,1267,684,24,71,82.56
2025-09-19 08:54:03,PS_count,3,,,,,
2025-09-19 08:54:09,HDPE,0.5196517705917358,563,558,62,43,103.27
2025-09-19 08:54:09,PS,0.49295830726623535,1266,678,25,84,91.65
2025-09-19 08:54:09,HDPE_count,1,,,,,
2025-09-19 08:54:09,PS_count,1,,,,,
2025-09-19 08:54:12,PS,0.891633927822113,726,615,123,62,174.65
2025-09-19 08:54:12,PS,0.746332585811615,594,567,102,47,138.48
2025-09-19 08:54:12,PS,0.6806254386901855,1245,687,68,66,133.99
2025-09-19 08:54:12,PS,0.6714341044425964,647,654,94,121,213.3
2025-09-19 08:54:12,LDPE,0.5311765074729919,599,652,119,135,253.5
2025-09-19 08:54:12,PS_count,4,,,,,
2025-09-19 08:54:12,LDPE_count,1,,,,,
2025-09-19 08:54:15,PS,0.6868276596069336,631,542,100,39,124.9
2025-09-19 08:54:15,PS,0.6470453143119812,685,608,74,53,125.25
2025-09-19 08:54:15,PS,0.6303403377532959,1163,688,38,64,98.63
2025-09-19 08:54:15,PS_count,3,,,,,
2025-09-19 08:54:17,PS,0.7298282384872437,645,598,68,63,130.9
2025-09-19 08:54:17,PS_count,1,,,,,
2025-09-19 08:54:21,PS,0.8265035152435303,688,582,113,61,166.05
2025-09-19 08:54:21,HDPE,0.6535258293151855,539,559,64,45,107.33
2025-09-19 08:54:21,PS_count,1,,,,,
2025-09-19 08:54:21,HDPE_count,1,,,,,
2025-09-19 08:54:24,PS,0.8209732174873352,522,618,107,132,237.69
2025-09-19 08:54:24,PS_count,1,,,,,
2025-09-19 08:54:27,PS,0.5755448937416077,591,473,191,112,292.52
2025-09-19 08:54:27,HDPE,0.421772301197052,494,553,49,35,82.83
2025-09-19 08:54:27,PS_count,1,,,,,
2025-09-19 08:54:27,HDPE_count,1,,,,,
2025-09-19 08:54:30,PS,0.8282310366630554,557,634,111,167,272.3
2025-09-19 08:54:30,LDPE,0.6053746938705444,1014,669,200,101,284.25
2025-09-19 08:54:30,PS,0.5849395990371704,556,542,87,39,116.5
2025-09-19 08:54:30,LDPE,0.5764802694320679,924,598,83,104,185.82
2025-09-19 08:54:30,PS,0.4107075333595276,1215,706,125,28,118.32
2025-09-19 08:54:30,PS_count,3,,,,,
2025-09-19 08:54:30,LDPE_count,2,,,,,
2025-09-19 08:54:32,LDPE,0.6724201440811157,925,639,121,159,277.41
2025-09-19 08:54:32,PS,0.4635854959487915,901,507,137,134,270.98
2025-09-19 08:54:32,PS,0.408194899559021,526,645,92,145,231.0
2025-09-19 08:54:32,LDPE_count,1,,,,,
2025-09-19 08:54:32,PS_count,2,,,,,
2025-09-19 08:54:35,PS,0.8774892091751099,1122,570,123,88,208.08
2025-09-19 08:54:35,PS,0.8231938481330872,542,638,107,160,261.69
2025-09-19 08:54:35,PS,0.7746629118919373,1012,542,122,56,165.31
2025-09-19 08:54:35,PS,0.7558802366256714,553,544,89,39,117.83
2025-09-19 08:54:35,PS,0.6859161853790283,1122,513,141,56,177.72
2025-09-19 08:54:35,PS,0.6395314931869507,989,512,171,150,320.31
2025-09-19 08:54:35,PS,0.46625757217407227,611,600,58,55,112.96
2025-09-19 08:54:35,PS_count,7,,,,,
2025-09-19 08:54:38,PS,0.8431997299194336,774,681,84,77,160.85
2025-09-19 08:54:38,PS,0.5716069340705872,659,674,166,91,245.81
2025-09-19 08:54:38,PS,0.48301446437835693,1262,655,35,58,90.11
2025-09-19 08:54:38,PS_count,3,,,,,
2025-09-19 08:54:41,PS,0.8926581740379333,769,677,79,86,164.85
2025-09-19 08:54:41,PS,0.5457570552825928,664,669,185,102,274.74
2025-09-19 08:54:41,PS,0.4368301033973694,1244,534,71,77,147.88
2025-09-19 08:54:41,PS_count,3,,,,,
2025-09-19 08:54:44,PS,0.8884435892105103,758,675,88,89,177.0
2025-09-19 08:54:44,PS,0.8379902243614197,662,667,179,106,275.49
2025-09-19 08:54:44,PS,0.46935540437698364,679,594,126,41,143.75
2025-09-19 08:54:44,PS_count,3,,,,,
2025-09-19 08:54:47,PS,0.8353974223136902,756,619,75,70,144.91
2025-09-19 08:54:47,PS,0.8178502321243286,661,651,148,135,282.7
2025-09-19 08:54:47,PS,0.4548826813697815,708,551,126,45,150.6
2025-09-19 08:54:47,PS_count,3,,,,,
2025-09-19 08:54:50,PS,0.8681386113166809,662,656,174,127,297.31
2025-09-19 08:54:50,PS,0.6553875207901001,1232,574,93,79,171.43
2025-09-19 08:54:50,LDPE,0.5747945308685303,1187,667,184,106,279.31
2025-09-19 08:54:50,PS,0.5663708448410034,692,563,107,42,134.07
2025-09-19 08:54:50,PS_count,3,,,,,
2025-09-19 08:54:50,LDPE_count,1,,,,,
2025-09-19 08:54:53,PS,0.8745492100715637,661,661,161,118,275.67
2025-09-19 08:54:53,PS,0.8644231557846069,767,666,76,105,178.66
2025-09-19 08:54:53,PS,0.8037158250808716,1052,626,122,79,196.35
2025-09-19 08:54:53,PS,0.7475911378860474,1200,587,142,97,234.73
2025-09-19 08:54:53,PS_count,4,,,,,
2025-09-19 08:54:55,PS,0.8776918053627014,708,608,120,64,175.27
2025-09-19 08:54:55,PS,0.8246258497238159,636,623,79,78,157.0
2025-09-19 08:54:55,PS,0.4895947575569153,662,469,274,241,513.94
2025-09-19 08:54:55,PS_count,3,,,,,
2025-09-19 08:54:58,PS,0.7404739260673523,727,501,231,140,359.67
2025-09-19 08:54:58,PS,0.6086347103118896,1211,611,69,84,152.26
2025-09-19 08:54:58,PS,0.5795431137084961,1240,689,77,62,138.19
2025-09-19 08:54:58,PS_count,3,,,,,
2025-09-19 08:55:01,HDPE,0.46075183153152466,1226,565,59,28,81.29
2025-09-19 08:55:01,LDPE,0.43849313259124756,1117,649,111,135,244.83
2025-09-19 08:55:01,HDPE_count,1,,,,,
2025-09-19 08:55:01,LDPE_count,1,,,,,
2025-09-19 08:55:04,PS,0.8068076372146606,1160,598,128,68,186.59
2025-09-19 08:55:04,PS,0.6065216660499573,1086,558,78,60,136.82
2025-09-19 08:55:04,PS_count,2,,,,,
2025-09-19 08:55:07,PS,0.8223627805709839,599,538,83,37,110.83
2025-09-19 08:55:07,PS,0.6424968838691711,661,594,52,55,106.96
2025-09-19 08:55:07,PS_count,2,,,,,
2025-09-19 08:55:10,PS,0.8927168250083923,656,661,183,116,291.4
2025-09-19 08:55:10,PS,0.7743886709213257,1210,687,134,65,186.65
2025-09-19 08:55:10,PS,0.5608194470405579,1244,540,71,76,146.91
2025-09-19 08:55:10,PS_count,3,,,,,
2025-09-19 08:55:12,PS,0.864298403263092,637,648,149,142,290.92
2025-09-19 08:55:12,PS,0.6543899774551392,656,561,108,40,131.45
2025-09-19 08:55:12,PS,0.5713154077529907,1267,540,24,66,79.6
2025-09-19 08:55:12,PS_count,3,,,,,
2025-09-19 08:55:15,LDPE,0.7876871228218079,838,633,68,136,192.33
2025-09-19 08:55:15,PS,0.7762419581413269,752,614,111,58,160.47
2025-09-19 08:55:15,PS,0.7687286138534546,627,653,141,131,271.82
2025-09-19 08:55:15,PS,0.7682915329933167,1211,645,136,148,283.75
2025-09-19 08:55:15,PS,0.6929855942726135,637,559,106,40,130.23
2025-09-19 08:55:15,PS,0.6714964509010315,1256,538,45,73,114.63
2025-09-19 08:55:15,PETE,0.4370725154876709,335,636,65,166,207.75
2025-09-19 08:55:15,PS,0.40169328451156616,755,565,105,42,132.82
2025-09-19 08:55:15,LDPE_count,1,,,,,
2025-09-19 08:55:15,PS_count,6,,,,,
2025-09-19 08:55:15,PETE_count,1,,,,,
2025-09-19 08:55:18,PS,0.7430580258369446,633,650,162,138,299.04
2025-09-19 08:55:18,PS,0.5583792328834534,636,555,86,41,118.76
2025-09-19 08:55:18,PS,0.5193684697151184,1221,648,115,141,254.68
2025-09-19 08:55:18,PS_count,3,,,,,
2025-09-19 08:55:21,PS,0.899053692817688,563,642,122,152,272.35
2025-09-19 08:55:21,PS,0.743316113948822,580,547,106,42,133.45
2025-09-19 08:55:21,LDPE,0.6827787756919861,1119,610,54,85,135.5
2025-09-19 08:55:21,PS,0.601666271686554,1217,693,126,54,164.97
2025-09-19 08:55:21,PS_count,3,,,,,
2025-09-19 08:55:21,LDPE_count,1,,,,,
2025-09-19 08:55:23,PS,0.6617363691329956,1264,542,30,62,86.26
2025-09-19 08:55:23,PS,0.553393542766571,585,622,54,104,149.88
2025-09-19 08:55:23,PS,0.5514112114906311,1213,642,132,153,284.23
2025-09-19 08:55:23,PS,0.4144378900527954,764,696,93,47,132.23
2025-09-19 08:55:23,PS_count,4,,,,,
2025-09-19 08:55:26,PS,0.6620410680770874,1212,642,133,153,285.3
2025-09-19 08:55:26,PS,0.6312713027000427,717,646,135,136,271.0
2025-09-19 08:55:26,PS,0.548332929611206,1262,545,33,65,92.63
2025-09-19 08:55:26,PS,0.47717005014419556,815,624,56,64,119.73
2025-09-19 08:55:26,PS_count,4,,,,,
2025-09-19 08:55:29,PS,0.6646806001663208,1217,689,123,62,174.65
2025-09-19 08:55:29,PS,0.6387807726860046,1247,540,64,90,151.79
2025-09-19 08:55:29,PS_count,2,,,,,
2025-09-19 08:55:31,PS,0.6426604986190796,1209,647,142,143,285.0
2025-09-19 08:55:31,PS,0.5475999116897583,1255,548,48,78,122.38
2025-09-19 08:55:31,PS_count,2,,,,,
2025-09-19 08:55:34,PS,0.6204103231430054,1256,550,45,69,111.45
2025-09-19 08:55:34,PS,0.4674540162086487,1212,646,134,146,279.74
2025-09-19 08:55:34,PS_count,2,,,,,
2025-09-19 08:55:37,PS,0.8189404606819153,1212,644,134,150,283.55
2025-09-19 08:55:37,PS,0.5486055016517639,1256,555,45,66,109.0
2025-09-19 08:55:37,PS,0.5266467332839966,753,651,125,136,260.77
2025-09-19 08:55:37,PS_count,3,,,,,
2025-09-19 08:55:40,PS,0.7080115079879761,1216,685,126,70,187.83
2025-09-19 08:55:40,PS,0.6763151288032532,1172,612,56,83,136.35
2025-09-19 08:55:40,PS,0.645031750202179,812,644,232,149,371.85
2025-09-19 08:55:40,PS,0.4112994074821472,1251,536,58,94,147.68
2025-09-19 08:55:40,PS_count,4,,,,,
2025-09-19 08:55:42,PS,0.7282873392105103,1216,689,125,62,176.07
2025-09-19 08:55:42,PS,0.6388835906982422,1249,537,62,91,150.23
2025-09-19 08:55:42,PS,0.5953230261802673,742,647,259,144,386.24
2025-09-19 08:55:42,PS_count,3,,,,,
2025-09-19 08:55:45,PS,0.795732855796814,1209,687,132,66,186.68
2025-09-19 08:55:45,PS,0.7615973353385925,1150,613,57,86,140.03
2025-09-19 08:55:45,PS,0.4533700942993164,1250,527,58,70,127.44
2025-09-19 08:55:45,PS_count,3,,,,,
2025-09-19 08:55:48,PS,0.6672347187995911,657,648,118,143,259.8
2025-09-19 08:55:48,PS,0.5702024698257446,724,475,230,189,416.99
2025-09-19 08:55:48,PS,0.5520145297050476,744,610,55,56,111.0
2025-09-19 08:55:48,PS,0.46478116512298584,1226,570,108,120,227.68
2025-09-19 08:55:48,PS_count,4,,,,,
2025-09-19 08:55:51,PS,0.8526316285133362,671,650,112,137,247.74
2025-09-19 08:55:51,PS,0.5527637004852295,1213,573,104,132,234.33
2025-09-19 08:55:51,PS,0.4997633695602417,765,617,57,59,115.98
2025-09-19 08:55:51,PS,0.4636865258216858,1178,677,204,85,263.36
2025-09-19 08:55:51,PS,0.41903072595596313,1139,560,85,72,156.46
2025-09-19 08:55:51,PS_count,5,,,,,
2025-09-19 08:55:54,PS,0.740735650062561,722,658,69,124,185.0
2025-09-19 08:55:54,PS,0.6524554491043091,1208,607,101,81,180.9
2025-09-19 08:55:54,PS_count,2,,,,,
2025-09-19 08:55:57,LDPE,0.4789920449256897,975,644,82,152,223.28
2025-09-19 08:55:57,LDPE_count,1,,,,,
2025-09-19 08:56:00,PS,0.7832231521606445,612,541,92,38,118.25
2025-09-19 08:56:00,PS,0.7561620473861694,1189,593,118,69,180.47
2025-09-19 08:56:00,PS,0.4340284466743469,667,597,60,57,116.96
2025-09-19 08:56:00,PS_count,3,,,,,
2025-09-19 08:56:03,PS,0.7129089832305908,824,664,270,111,346.24
2025-09-19 08:56:03,PS,0.6411401033401489,1166,597,118,68,179.15
2025-09-19 08:56:03,PS,0.537859320640564,1264,602,32,61,88.36
2025-09-19 08:56:03,PS,0.4624176621437073,825,525,265,207,468.42
2025-09-19 08:56:03,PS_count,4,,,,,
2025-09-19 08:56:06,PS,0.9023417830467224,675,652,115,132,246.41
2025-09-19 08:56:06,PS,0.6936194896697998,1176,597,110,72,177.99
2025-09-19 08:56:06,PS,0.4693818688392639,1194,672,170,96,255.5
2025-09-19 08:56:06,PS,0.4237532615661621,1263,610,33,53,83.64
2025-09-19 08:56:06,PS,0.4007676839828491,793,679,123,81,199.63
2025-09-19 08:56:06,PS_count,5,,,,,
2025-09-19 08:56:09,PS,0.7882228493690491,685,646,135,142,276.91
2025-09-19 08:56:09,LDPE,0.7713757753372192,1087,647,100,137,234.09
2025-09-19 08:56:09,PS,0.5576566457748413,1254,608,49,61,109.34
2025-09-19 08:56:09,PS,0.547008752822876,1162,610,138,60,181.99
2025-09-19 08:56:09,PS,0.4398307800292969,710,551,116,39,134.52
2025-09-19 08:56:09,PS_count,4,,,,,
2025-09-19 08:56:09,LDPE_count,1,,,,,
2025-09-19 08:56:11,PS,0.8544254302978516,667,648,105,142,244.21
2025-09-19 08:56:11,PS,0.8522791862487793,715,546,115,40,135.65
2025-09-19 08:56:11,PS,0.5765287280082703,1201,691,132,58,175.0
2025-09-19 08:56:11,PS,0.5686262249946594,762,603,59,59,118.0
2025-09-19 08:56:11,PS,0.5249463319778442,1232,525,93,111,203.2
2025-09-19 08:56:11,PS,0.4444148540496826,1134,645,72,149,207.15
2025-09-19 08:56:11,PS_count,6,,,,,
2025-09-19 08:56:14,PS,0.7005869150161743,698,646,167,145,311.22
2025-09-19 08:56:14,PS,0.6741788983345032,714,550,112,38,130.48
2025-09-19 08:56:14,PS,0.5324874520301819,1214,499,130,73,194.83
2025-09-19 08:56:14,PS_count,3,,,,,
2025-09-19 08:56:17,PS,0.5843631625175476,880,536,105,102,206.98
2025-09-19 08:56:17,PS,0.4706653356552124,764,511,158,163,320.96
2025-09-19 08:56:17,PS,0.4127735495567322,1261,603,38,61,96.29
2025-09-19 08:56:17,PS_count,3,,,,,
2025-09-19 08:56:19,PS,0.696420431137085,1214,497,129,76,198.03
2025-09-19 08:56:19,PS,0.6722371578216553,697,646,135,145,279.82
2025-09-19 08:56:19,PS,0.6449729800224304,729,553,108,40,131.45
2025-09-19 08:56:19,PS,0.4845935106277466,1196,688,159,64,201.75
2025-09-19 08:56:19,PS,0.4683424234390259,782,632,49,95,136.46
2025-09-19 08:56:19,PS,0.41607946157455444,1113,629,69,115,178.16
2025-09-19 08:56:19,PS_count,6,,,,,
2025-09-19 08:56:22,PS,0.7256343960762024,708,646,129,147,275.41
2025-09-19 08:56:22,PS,0.7173366546630859,726,559,101,38,123.9
2025-09-19 08:56:22,PS,0.5613384246826172,1109,633,51,133,164.72
2025-09-19 08:56:22,PS_count,3,,,,,
2025-09-19 08:56:25,PS,0.8149110674858093,717,556,93,41,123.5
2025-09-19 08:56:25,PS,0.7708258628845215,708,649,126,142,267.52
2025-09-19 08:56:25,PS,0.4128265976905823,1106,637,59,141,182.42
2025-09-19 08:56:25,PS_count,3,,,,,
2025-09-19 08:56:28,PS,0.9278743863105774,731,654,146,131,276.59
2025-09-19 08:56:28,PS,0.666570782661438,768,566,113,42,137.78
2025-09-19 08:56:28,PS,0.6338413953781128,831,634,62,66,127.94
2025-09-19 08:56:28,PS,0.4675130248069763,1102,631,52,131,165.07
2025-09-19 08:56:28,PS_count,4,,,,,
2025-09-19 08:56:30,PS,0.8452825546264648,1221,497,115,74,184.5
2025-09-19 08:56:30,PS,0.8399063944816589,733,653,130,131,261.0
2025-09-19 08:56:30,PS,0.7684940099716187,738,571,104,42,132.18
2025-09-19 08:56:30,PS,0.7313562035560608,849,633,119,63,173.17
2025-09-19 08:56:30,PS,0.5656249523162842,1186,644,182,151,331.55
2025-09-19 08:56:30,PS_count,5,,,,,
2025-09-19 08:56:33,PS,0.8781070113182068,724,655,122,129,250.9
2025-09-19 08:56:33,PS,0.7633808851242065,817,635,61,71,131.62
2025-09-19 08:56:33,PS,0.5044461488723755,1260,608,39,61,97.55
2025-09-19 08:56:33,PS,0.4713801145553589,1195,673,169,93,250.73
2025-09-19 08:56:33,PS,0.4090491533279419,1202,494,143,73,204.34
2025-09-19 08:56:33,PS_count,5,,,,,
2025-09-19 08:56:35,PS,0.703359842300415,1196,689,167,62,203.51
2025-09-19 08:56:35,PS,0.4268714189529419,519,706,166,28,136.35
2025-09-19 08:56:35,PS_count,2,,,,,
2025-09-19 08:56:38,PS,0.5355678796768188,680,644,109,129,237.16
2025-09-19 08:56:38,PS,0.48349863290786743,1229,575,100,104,203.96
2025-09-19 08:56:38,PS_count,2,,,,,
2025-09-19 08:56:41,PS,0.8299899697303772,672,550,93,37,117.32
2025-09-19 08:56:41,PS,0.7496294379234314,1221,555,112,120,231.86
2025-09-19 08:56:41,PS,0.6713184714317322,782,579,101,92,192.79
2025-09-19 08:56:41,PS,0.6048276424407959,730,487,222,140,352.59
2025-09-19 08:56:41,PS_count,4,,,,,
2025-09-19 08:56:44,PS,0.7966781258583069,708,555,101,38,123.9
2025-09-19 08:56:44,PS,0.4274185299873352,1225,557,97,118,213.97
2025-09-19 08:56:44,PS_count,2,,,,,
2025-09-19 08:56:47,PS,0.8347578644752502,578,551,97,41,126.13
2025-09-19 08:56:47,PS,0.6927229762077332,637,607,57,50,106.77
2025-09-19 08:56:47,PS,0.5475056767463684,1191,592,58,56,113.98
2025-09-19 08:56:47,PS,0.5153313279151917,1234,577,90,79,168.64
2025-09-19 08:56:47,LDPE,0.47932755947113037,1109,628,143,184,324.42
2025-09-19 08:56:47,PS,0.4610961675643921,572,638,116,138,253.05
2025-09-19 08:56:47,PS_count,5,,,,,
2025-09-19 08:56:47,LDPE_count,1,,,,,
2025-09-19 08:56:50,PS,0.8262131810188293,574,547,91,42,123.64
2025-09-19 08:56:50,LDPE,0.8067861199378967,1187,668,183,102,273.25
2025-09-19 08:56:50,PS,0.5888161659240723,1229,591,97,64,157.58
2025-09-19 08:56:50,PS,0.45109331607818604,683,594,94,53,141.17
2025-09-19 08:56:50,PS_count,3,,,,,
2025-09-19 08:56:50,LDPE_count,1,,,,,
2025-09-19 08:56:53,PS,0.8517980575561523,577,546,92,41,122.83
2025-09-19 08:56:53,PS,0.7236239314079285,638,470,238,165,396.33
2025-09-19 08:56:53,PS,0.7055358290672302,681,592,108,57,156.92
2025-09-19 08:56:53,PS,0.6036286354064941,1233,585,93,74,165.92
2025-09-19 08:56:53,LDPE,0.4481407403945923,1188,668,182,103,273.83
2025-09-19 08:56:53,PS_count,4,,,,,
2025-09-19 08:56:53,LDPE_count,1,,,,,
2025-09-19 08:56:56,PS,0.7614681720733643,1201,634,146,57,182.45
2025-09-19 08:56:56,PS,0.7578150629997253,1228,557,101,100,201.0
2025-09-19 08:56:56,PS,0.6455466747283936,596,547,100,42,129.61
2025-09-19 08:56:56,PS,0.5922666192054749,1114,582,124,94,215.93
2025-09-19 08:56:56,PS,0.4360097646713257,649,494,219,239,457.56
2025-09-19 08:56:56,PS_count,5,,,,,
2025-09-19 08:56:59,PS,0.719836413860321,1115,575,124,92,213.62
2025-09-19 08:56:59,PS,0.6901471018791199,602,632,75,125,193.65
2025-09-19 08:56:59,PS_count,2,,,,,
2025-09-19 08:57:01,PS,0.7313348054885864,604,637,82,124,201.67
2025-09-19 08:57:01,PS,0.6782122850418091,1230,557,97,112,208.46
2025-09-19 08:57:01,PS_count,2,,,,,
2025-09-19 08:57:04,PS,0.8923553824424744,646,681,165,77,225.43
2025-09-19 08:57:04,PS,0.8446005582809448,753,666,80,108,185.9
2025-09-19 08:57:04,PS,0.8417831063270569,646,533,118,35,128.53
2025-09-19 08:57:04,PS,0.8006122708320618,694,603,72,72,144.0
2025-09-19 08:57:04,PS_count,4,,,,,
2025-09-19 08:57:07,PS,0.8842665553092957,652,646,202,145,342.29
2025-09-19 08:57:07,PS_count,1,,,,,
2025-09-19 08:57:09,LDPE,0.7978578209877014,688,695,140,49,165.65
2025-09-19 08:57:09,PS,0.7235826253890991,1109,619,78,87,164.75
2025-09-19 08:57:09,PS,0.41662704944610596,1184,692,185,56,203.57
2025-09-19 08:57:09,LDPE_count,1,,,,,
2025-09-19 08:57:09,PS_count,2,,,,,
2025-09-19 08:57:12,PS,0.7858865261077881,705,618,113,52,153.31
2025-09-19 08:57:12,LDPE,0.7372000813484192,671,657,127,125,251.99
2025-09-19 08:57:12,PS,0.7088378667831421,1245,552,69,67,135.99
2025-09-19 08:57:12,PS,0.6728074550628662,1196,645,165,147,311.48
2025-09-19 08:57:12,LDPE,0.6046345829963684,755,697,92,45,128.69
2025-09-19 08:57:12,PS,0.46493101119995117,578,700,111,39,131.59
2025-09-19 08:57:12,LDPE,0.4072086215019226,805,651,89,117,204.09
2025-09-19 08:57:12,PS_count,4,,,,,
2025-09-19 08:57:12,LDPE_count,3,,,,,
2025-09-19 08:57:15,LDPE,0.7998639941215515,757,651,85,55,136.75
2025-09-19 08:57:15,PS,0.775528073310852,648,547,125,41,143.18
2025-09-19 08:57:15,PS,0.6819794774055481,1144,648,58,143,182.14
2025-09-19 08:57:15,LDPE,0.626114010810852,726,693,104,54,149.88
2025-09-19 08:57:15,PS,0.5368338823318481,696,612,75,60,134.16
2025-09-19 08:57:15,PS,0.5209693312644958,1242,547,73,86,158.47
2025-09-19 08:57:15,LDPE,0.4172026515007019,805,697,79,45,119.25
2025-09-19 08:57:15,LDPE_count,3,,,,,
2025-09-19 08:57:15,PS_count,4,,,,,
2025-09-19 08:57:18,PS,0.8258150815963745,719,638,116,115,231.0
2025-09-19 08:57:18,LDPE,0.4930899739265442,792,695,94,50,137.11
2025-09-19 08:57:18,PS_count,1,,,,,
2025-09-19 08:57:18,LDPE_count,1,,,,,
2025-09-19 08:57:20,PS,0.8691011071205139,1154,620,133,80,206.3
