  ,Class,Confidence,X,Y,Width,Height
16-09-2025 10:14,LDPE,0.574702263,287,16,44,32
16-09-2025 10:14,LDPE,0.531876326,284,312,202,85
16-09-2025 10:14,LDPE,0.433096051,555,107,168,115
16-09-2025 10:14,LDPE,0.640418172,73,463,146,33
16-09-2025 10:14,LDPE,0.525106668,284,222,64,29
16-09-2025 10:14,LDPE,0.411464512,285,226,76,30
16-09-2025 10:14,LDPE,0.812535167,116,455,152,49
16-09-2025 10:14,LDPE,0.436057568,80,391,161,36
16-09-2025 10:14,LDPE,0.57216233,262,217,35,20
16-09-2025 10:15,LDPE,0.473754227,111,109,98,26
16-09-2025 10:16,LDPE,0.441516519,52,190,105,61
16-09-2025 10:16,LDPE,0.402706087,45,195,90,70
16-09-2025 10:16,LDPE,0.436942756,284,471,119,17
16-09-2025 10:16,LDPE,0.699968338,44,188,89,67
16-09-2025 10:16,LDPE,0.436869562,91,77,182,148
16-09-2025 10:16,LDPE,0.464927673,71,377,143,111
16-09-2025 10:16,LDPE,0.56536305,59,96,114,34
16-09-2025 10:18,LDPE,0.745100617,558,461,162,37
16-09-2025 10:18,LDPE,0.929668188,570,153,39,33
16-09-2025 10:18,LDPE,0.585400939,79,56,158,49
16-09-2025 10:18,LDPE,0.524286091,142,401,34,23
16-09-2025 10:18,LDPE,0.486896515,95,25,191,33
16-09-2025 10:18,LDPE,0.430393636,67,89,135,35
16-09-2025 10:18,LDPE,0.400793552,629,67,22,42
16-09-2025 10:18,LDPE,0.753002942,619,183,39,25
16-09-2025 10:18,LDPE,0.640419781,239,453,32,26
16-09-2025 10:18,LDPE,0.519128025,76,408,31,28
16-09-2025 10:18,LDPE,0.933782995,600,201,45,30
16-09-2025 10:18,LDPE,0.789095998,214,466,35,23
16-09-2025 10:18,LDPE,0.499088287,64,98,128,95
16-09-2025 10:18,LDPE,0.846305728,217,459,34,19
16-09-2025 10:18,LDPE,0.839657187,599,201,44,30
16-09-2025 10:18,LDPE,0.585777581,61,122,123,84
16-09-2025 10:18,LDPE,0.518093169,29,184,58,41
16-09-2025 10:18,LDPE,0.881220937,598,203,38,29
16-09-2025 10:18,LDPE,0.800093412,217,461,34,20
16-09-2025 10:18,LDPE,0.5807935,67,162,134,83
16-09-2025 10:18,LDPE,0.868513405,215,460,32,20
16-09-2025 10:18,LDPE,0.748174071,599,204,41,31
16-09-2025 10:18,LDPE,0.870198131,613,226,50,28
16-09-2025 10:18,LDPE,0.561922014,66,112,132,40
16-09-2025 10:18,LDPE,0.824406147,605,218,54,32
16-09-2025 10:18,LDPE,0.769206405,216,467,37,23
16-09-2025 10:18,LDPE,0.514037013,59,187,119,100
16-09-2025 10:18,LDPE,0.474261165,67,130,134,40
16-09-2025 10:18,LDPE,0.813906968,615,197,43,29
16-09-2025 10:18,LDPE,0.706462801,213,466,35,20
16-09-2025 10:18,LDPE,0.505869865,61,157,122,97
16-09-2025 10:18,LDPE,0.74369061,213,459,32,19
16-09-2025 10:18,LDPE,0.666160345,67,155,134,36
16-09-2025 10:18,LDPE,0.429384887,54,191,109,42
16-09-2025 10:19,LDPE,0.732125044,214,461,33,19
16-09-2025 10:19,LDPE,0.60798502,619,194,40,28
16-09-2025 10:19,LDPE,0.837826073,215,463,36,18
16-09-2025 10:19,LDPE,0.70716995,619,192,37,27
16-09-2025 10:19,LDPE,0.659939587,72,61,145,43
16-09-2025 10:19,LDPE,0.735868573,619,196,39,26
16-09-2025 10:19,LDPE,0.631872296,212,465,38,21
16-09-2025 10:19,LDPE,0.48500669,72,23,144,26
16-09-2025 10:19,LDPE,0.498034239,214,461,32,18
16-09-2025 10:19,LDPE,0.77721715,210,459,35,21
16-09-2025 10:19,LDPE,0.696597815,213,466,35,23
16-09-2025 10:19,LDPE,0.510275722,61,118,123,43
16-09-2025 10:19,LDPE,0.661248386,216,468,34,22
16-09-2025 10:19,LDPE,0.459606469,60,91,121,100
16-09-2025 10:19,LDPE,0.460218847,181,469,100,22
16-09-2025 10:19,LDPE,0.834708452,213,461,33,19
16-09-2025 10:19,LDPE,0.731651604,619,188,39,30
16-09-2025 10:19,LDPE,0.747908413,214,462,33,20
16-09-2025 10:19,LDPE,0.726730227,616,188,40,29
16-09-2025 10:19,LDPE,0.553878605,65,134,130,95
16-09-2025 10:19,LDPE,0.784746706,617,176,38,29
16-09-2025 10:19,LDPE,0.663134634,216,469,39,22
16-09-2025 10:19,LDPE,0.555430114,60,160,120,73
16-09-2025 10:19,LDPE,0.837507665,616,174,42,29
16-09-2025 10:19,LDPE,0.707889616,213,466,35,20
16-09-2025 10:19,LDPE,0.464708507,63,121,126,113
16-09-2025 10:20,LDPE,0.742358446,212,466,36,19
16-09-2025 10:20,LDPE,0.558198094,617,172,38,30
16-09-2025 10:20,LDPE,0.451772213,611,170,43,32
16-09-2025 10:20,LDPE,0.653493047,212,464,35,21
16-09-2025 10:20,LDPE,0.434485435,617,169,45,31
16-09-2025 10:20,LDPE,0.853722394,615,168,43,28
16-09-2025 10:20,LDPE,0.757280648,214,464,34,21
16-09-2025 10:20,LDPE,0.4129498,71,110,142,32
16-09-2025 10:20,LDPE,0.803220093,612,168,45,33
16-09-2025 10:20,LDPE,0.728069067,213,466,38,21
16-09-2025 10:20,LDPE,0.654356599,617,170,42,29
16-09-2025 10:20,LDPE,0.648550451,214,465,32,21
16-09-2025 10:20,LDPE,0.590538263,75,134,150,35
16-09-2025 10:20,LDPE,0.55026257,215,470,36,20
16-09-2025 10:20,LDPE,0.662440062,607,147,39,28
16-09-2025 10:20,LDPE,0.544880152,55,163,110,38
16-09-2025 10:20,LDPE,0.49191165,214,468,33,22
16-09-2025 10:20,LDPE,0.453263879,63,124,126,91
16-09-2025 10:20,LDPE,0.413967788,55,203,110,85
16-09-2025 10:20,LDPE,0.664413989,211,464,31,20
16-09-2025 10:20,LDPE,0.494066536,613,148,38,25
16-09-2025 10:20,LDPE,0.730253637,610,142,39,27
16-09-2025 10:20,LDPE,0.53678447,58,160,116,105
16-09-2025 10:20,LDPE,0.830565453,611,141,42,28
16-09-2025 10:20,LDPE,0.716624439,61,170,122,103
16-09-2025 10:20,LDPE,0.44663018,213,463,34,20
16-09-2025 10:20,LDPE,0.614990294,609,141,35,31
16-09-2025 10:20,LDPE,0.560328543,213,466,35,26
16-09-2025 10:20,LDPE,0.589000642,211,466,35,23
16-09-2025 10:20,LDPE,0.471230268,616,144,48,31
16-09-2025 10:20,LDPE,0.56262809,612,144,37,27
16-09-2025 10:20,LDPE,0.446357191,52,128,104,43
16-09-2025 10:20,LDPE,0.843878746,609,137,41,26
16-09-2025 10:20,LDPE,0.796518207,212,465,34,20
16-09-2025 10:21,LDPE,0.84518075,607,138,41,25
16-09-2025 10:21,LDPE,0.643000722,213,464,32,23
16-09-2025 14:27,LDPE,0.597243428,613,325,53,40
16-09-2025 14:29,LDPE,0.53310585,263,395,117,35
16-09-2025 14:30,LDPE,0.40189296,98,202,196,157
16-09-2025 14:30,LDPE,0.738958836,75,147,151,101
16-09-2025 14:30,LDPE,0.523610532,18,453,36,27
16-09-2025 14:30,LDPE,0.506992936,72,394,144,33
16-09-2025 14:30,LDPE,0.533167899,85,396,168,35
16-09-2025 14:30,LDPE,0.740034997,47,81,95,51
16-09-2025 14:30,LDPE,0.649872601,55,135,111,60
16-09-2025 14:30,LDPE,0.513175309,64,216,128,124
16-09-2025 14:31,LDPE,0.526027024,47,377,95,103
16-09-2025 14:31,LDPE,0.523131549,86,95,172,44
16-09-2025 14:31,LDPE,0.475573838,45,228,91,104
16-09-2025 14:31,LDPE,0.437686086,50,228,101,95
16-09-2025 14:32,LDPE,0.563217998,46,204,91,35
16-09-2025 14:32,LDPE,0.406659245,64,403,129,60
16-09-2025 14:33,LDPE,0.459654808,98,357,196,145
16-09-2025 14:41,LDPE,0.448645175,142,231,43,20
16-09-2025 14:41,LDPE,0.607643485,149,228,47,23
16-09-2025 14:42,LDPE,0.515498459,147,230,44,22
16-09-2025 14:42,LDPE,0.773332417,94,231,53,23
16-09-2025 14:42,LDPE,0.816617846,23,255,47,50
16-09-2025 14:42,LDPE,0.637888491,84,170,169,144
16-09-2025 14:42,LDPE,0.598492563,623,204,33,37
16-09-2025 14:42,LDPE,0.439765453,84,213,169,141
16-09-2025 20:01,LDPE,0.879355729,359,673,163,93
16-09-2025 20:01,LDPE,0.648458004,392,573,58,105
16-09-2025 20:02,LDPE,0.893448353,358,673,163,94
16-09-2025 20:02,LDPE,0.687728405,395,573,60,108
16-09-2025 20:02,LDPE,0.489041805,893,673,117,93
16-09-2025 20:02,LDPE,0.855652094,37,359,74,112
16-09-2025 20:02,LDPE,0.75361383,86,257,173,129
16-09-2025 20:02,LDPE,0.524843216,950,199,122,210
16-09-2025 20:02,LDPE,0.876942933,67,159,128,136
16-09-2025 20:02,LDPE,0.674617112,67,154,133,134
16-09-2025 20:02,LDPE,0.414300621,22,392,45,158
16-09-2025 20:02,LDPE,0.45004499,20,215,41,87
16-09-2025 20:02,LDPE,0.401474595,668,434,60,121
16-09-2025 20:02,LDPE,0.797863662,703,277,68,113
16-09-2025 20:02,LDPE,0.76068002,367,706,152,28
16-09-2025 20:02,LDPE,0.687090874,57,258,112,108
16-09-2025 20:02,LDPE,0.584781528,741,706,247,28
16-09-2025 20:02,LDPE,0.819371819,702,280,65,118
16-09-2025 20:02,LDPE,0.660112023,364,707,149,26
16-09-2025 20:02,LDPE,0.54363507,762,708,213,24
16-09-2025 20:02,LDPE,0.491881371,19,217,39,86
16-09-2025 20:02,LDPE,0.827749848,702,285,69,123
16-09-2025 20:02,LDPE,0.537343085,480,251,160,115
16-09-2025 20:02,LDPE,0.503394663,782,710,177,19
16-09-2025 20:02,LDPE,0.488293529,365,708,150,24
16-09-2025 20:02,LDPE,0.441906095,19,221,39,88
17-09-2025 01:20,LDPE,0.503966153,36,274,72,49
17-09-2025 01:20,LDPE,0.543221354,35,298,70,103
17-09-2025 01:21,PETE,0.420899093,445,8,60,17
17-09-2025 01:33,LDPE,0.558097482,13,310,27,87
17-09-2025 01:35,LDPE,0.783426702,466,220,49,38
17-09-2025 01:35,LDPE,0.890195429,95,418,191,124
17-09-2025 01:35,LDPE,0.799981058,483,404,135,151
17-09-2025 01:35,LDPE,0.484717131,92,319,140,73
17-09-2025 01:35,LDPE,0.768626213,519,454,118,52
17-09-2025 01:35,LDPE,0.737264395,20,392,40,63
17-09-2025 01:35,LDPE,0.728518844,131,454,122,52
17-09-2025 01:35,LDPE,0.603597105,42,440,79,23
17-09-2025 01:35,LDPE,0.865522683,501,395,142,165
17-09-2025 01:35,LDPE,0.798464537,113,418,150,123
17-09-2025 01:35,LDPE,0.598599255,461,337,105,118
17-09-2025 01:35,LDPE,0.87175262,97,426,115,107
17-09-2025 01:35,LDPE,0.846596479,500,395,128,166
17-09-2025 01:35,LDPE,0.408937573,90,339,69,64
17-09-2025 01:35,LDPE,0.495108902,628,371,23,64
17-09-2025 01:35,PETE,0.517476022,623,369,34,70
17-09-2025 01:35,LDPE,0.904553533,514,417,150,125
17-09-2025 01:38,HDPE,0.453140974,580,16,113,33
17-09-2025 01:38,LDPE,0.69006139,21,174,38,24
17-09-2025 01:38,LDPE,0.486238599,343,176,18,19
17-09-2025 01:38,LDPE,0.491893291,493,149,33,26
17-09-2025 01:38,LDPE,0.476805389,460,149,26,25
17-09-2025 01:39,LDPE,0.853970706,99,228,162,128
17-09-2025 01:39,LDPE,0.670989096,62,100,124,81
17-09-2025 01:39,LDPE,0.578872025,92,30,90,59
17-09-2025 01:42,LDPE,0.767953098,66,224,132,150
17-09-2025 01:42,LDPE,0.70238483,61,427,122,104
17-09-2025 01:42,LDPE,0.78758657,70,204,140,117
17-09-2025 01:42,LDPE,0.74133569,65,433,131,89
17-09-2025 01:42,LDPE,0.702607751,71,281,142,90
17-09-2025 01:42,LDPE,0.526839793,44,91,88,80
17-09-2025 01:42,LDPE,0.437573075,88,76,176,141
17-09-2025 01:42,LDPE,0.42368865,111,424,222,110
17-09-2025 01:42,LDPE,0.552072585,112,429,225,101
17-09-2025 01:42,LDPE,0.7062006,591,225,95,99
17-09-2025 01:42,LDPE,0.573788464,578,461,121,37
17-09-2025 01:42,LDPE,0.535810888,88,76,176,125
17-09-2025 01:42,LDPE,0.40193361,112,426,224,106
17-09-2025 01:42,LDPE,0.733679354,589,229,99,103
17-09-2025 01:42,LDPE,0.65450871,577,460,123,40
17-09-2025 01:42,LDPE,0.650423706,87,87,175,145
17-09-2025 01:42,LDPE,0.571136355,594,226,91,95
17-09-2025 01:42,LDPE,0.457073808,17,70,34,43
17-09-2025 01:42,LDPE,0.406396151,85,130,170,145
17-09-2025 01:42,LDPE,0.493027329,17,80,35,49
17-09-2025 01:42,LDPE,0.582528293,19,76,38,52
17-09-2025 01:42,LDPE,0.664940298,589,230,102,65
17-09-2025 01:42,LDPE,0.460845828,89,87,178,158
17-09-2025 01:43,LDPE,0.732683539,592,227,94,98
17-09-2025 01:43,LDPE,0.661207139,583,345,111,94
17-09-2025 01:43,LDPE,0.609051466,317,350,138,122
17-09-2025 01:43,LDPE,0.514523447,118,269,237,136
17-09-2025 01:43,LDPE,0.546097517,19,76,39,45
17-09-2025 01:43,LDPE,0.486524284,109,122,125,61
17-09-2025 01:43,LDPE,0.444237709,112,458,224,43
17-09-2025 01:43,LDPE,0.688363969,576,462,125,36
17-09-2025 01:43,LDPE,0.49215275,88,76,177,130
17-09-2025 01:43,LDPE,0.490710258,593,238,91,105
17-09-2025 01:43,LDPE,0.411866188,88,92,176,139
17-09-2025 01:43,LDPE,0.410173357,580,458,116,43
17-09-2025 01:43,LDPE,0.615460813,118,101,114,48
17-09-2025 01:43,LDPE,0.602892518,21,75,43,46
17-09-2025 01:43,LDPE,0.511164129,113,425,226,110
17-09-2025 01:43,LDPE,0.550081909,118,269,237,130
17-09-2025 01:43,LDPE,0.537480474,88,91,176,142
17-09-2025 01:43,LDPE,0.605620265,86,111,173,113
17-09-2025 01:43,LDPE,0.713697076,591,242,94,98
17-09-2025 01:43,LDPE,0.401122808,316,369,127,87
17-09-2025 01:43,LDPE,0.738556087,315,393,129,70
17-09-2025 01:43,LDPE,0.483665943,112,426,224,105
17-09-2025 01:43,LDPE,0.453497469,89,91,178,170
17-09-2025 01:43,LDPE,0.40443027,18,93,36,60
17-09-2025 01:43,LDPE,0.569318175,591,221,96,103
17-09-2025 01:43,LDPE,0.561815321,575,452,128,55
17-09-2025 01:43,LDPE,0.453417242,112,426,224,106
17-09-2025 01:43,LDPE,0.452381313,117,115,123,67
17-09-2025 01:43,LDPE,0.704093695,314,368,133,101
17-09-2025 01:43,LDPE,0.52819562,118,247,236,127
17-09-2025 01:43,LDPE,0.41403091,577,462,122,35
17-09-2025 01:44,LDPE,0.624869108,48,183,97,82
17-09-2025 01:45,LDPE,0.811136663,312,445,146,70
17-09-2025 01:45,LDPE,0.662448525,557,169,47,26
17-09-2025 01:45,LDPE,0.69892931,77,335,155,130
17-09-2025 01:45,LDPE,0.630780101,237,228,235,95
17-09-2025 01:45,LDPE,0.785842061,193,216,160,105
17-09-2025 01:45,LDPE,0.412893295,216,218,212,106
17-09-2025 01:45,LDPE,0.530117154,251,217,276,103
17-09-2025 01:46,LDPE,0.670932591,208,208,180,125
17-09-2025 01:46,LDPE,0.885641456,174,229,120,82
17-09-2025 01:46,LDPE,0.652050495,190,217,154,106
17-09-2025 01:46,LDPE,0.767009079,182,222,138,92
17-09-2025 01:46,LDPE,0.841839731,188,214,140,96
17-09-2025 01:46,HDPE,0.585548103,48,4,16,9
17-09-2025 01:46,LDPE,0.657558739,202,214,164,100
17-09-2025 01:46,HDPE,0.618161619,9,212,18,11
17-09-2025 01:46,HDPE,0.633524299,9,213,18,14
17-09-2025 01:47,LDPE,0.796761274,167,243,88,53
17-09-2025 01:47,HDPE,0.606662989,9,214,17,12
17-09-2025 01:47,LDPE,0.450982213,164,241,82,49
17-09-2025 01:47,HDPE,0.43306762,9,213,19,15
17-09-2025 01:47,HDPE,0.499796391,8,213,17,13
17-09-2025 01:47,LDPE,0.480885565,52,11,12,13
17-09-2025 01:47,LDPE,0.814780831,152,251,77,43
17-09-2025 01:47,LDPE,0.630071521,98,156,194,128
17-09-2025 01:47,LDPE,0.883176684,50,186,101,104
17-09-2025 01:47,LDPE,0.870855808,143,247,37,35
17-09-2025 01:47,LDPE,0.64559406,199,446,99,67
17-09-2025 01:47,LDPE,0.541653216,17,372,35,35
17-09-2025 01:47,LDPE,0.515599906,47,326,94,134
17-09-2025 01:47,HDPE,0.495170295,469,292,20,15
17-09-2025 01:48,LDPE,0.756798089,288,24,22,18
17-09-2025 01:48,LDPE,0.736753643,564,22,25,20
17-09-2025 01:48,LDPE,0.677290022,420,23,21,19
17-09-2025 01:48,LDPE,0.646862268,54,23,32,18
17-09-2025 01:48,LDPE,0.602756441,331,19,25,27
17-09-2025 01:48,LDPE,0.595522881,545,24,26,15
17-09-2025 01:48,LDPE,0.5882231,178,25,22,16
17-09-2025 01:48,LDPE,0.586987197,264,16,21,31
17-09-2025 01:48,LDPE,0.581796467,118,23,22,20
17-09-2025 01:48,LDPE,0.537950099,499,18,19,30
17-09-2025 01:48,LDPE,0.525345087,357,23,22,19
17-09-2025 01:48,LDPE,0.492685378,451,20,19,25
17-09-2025 01:48,LDPE,0.485821247,527,25,17,16
17-09-2025 01:48,LDPE,0.485248566,478,21,23,24
17-09-2025 01:48,LDPE,0.462414265,311,23,20,20
17-09-2025 01:48,LDPE,0.443751812,17,17,32,32
17-09-2025 01:48,HDPE,0.719979286,613,23,44,18
17-09-2025 01:48,HDPE,0.521509945,230,18,68,32
17-09-2025 01:48,HDPE,0.468443215,399,24,41,19
17-09-2025 01:48,HDPE,0.503245294,39,17,75,35
17-09-2025 02:04,HDPE,0.494755685,22,393,18,12
17-09-2025 02:04,LDPE,0.532170534,612,203,56,45
17-09-2025 02:04,LDPE,0.744193435,615,245,50,44
17-09-2025 02:04,LDPE,0.750609219,614,245,52,46
17-09-2025 02:04,LDPE,0.849084556,617,239,46,41
17-09-2025 02:05,HDPE,0.859734118,615,243,49,43
17-09-2025 02:05,LDPE,0.606373787,574,456,123,38
17-09-2025 02:05,LDPE,0.569072425,569,412,140,119
17-09-2025 02:05,LDPE,0.430760622,619,248,42,45
17-09-2025 02:05,LDPE,0.673598588,617,245,45,43
17-09-2025 02:05,LDPE,0.887895703,616,245,48,43
17-09-2025 02:05,LDPE,0.858808458,617,246,46,50
17-09-2025 02:05,LDPE,0.883093834,616,242,47,41
17-09-2025 02:05,LDPE,0.811202347,614,244,46,43
17-09-2025 02:06,LDPE,0.498096704,618,247,44,43
17-09-2025 02:06,LDPE,0.844566464,616,246,48,45
17-09-2025 02:06,LDPE,0.842134356,616,246,48,43
17-09-2025 02:06,LDPE,0.632166624,617,250,46,44
17-09-2025 02:06,HDPE,0.867395699,616,243,47,42
17-09-2025 02:06,LDPE,0.751060545,615,244,50,41
17-09-2025 02:06,LDPE,0.462294281,613,244,53,41
17-09-2025 02:06,LDPE,0.682701945,251,134,52,40
17-09-2025 02:07,LDPE,0.890141785,257,109,47,39
17-09-2025 02:07,LDPE,0.720268309,255,118,55,41
17-09-2025 02:07,LDPE,0.683286667,452,198,97,93
17-09-2025 02:07,LDPE,0.448406637,231,23,157,42
17-09-2025 02:07,LDPE,0.905136108,374,147,74,78
17-09-2025 02:07,LDPE,0.883418322,470,166,146,135
17-09-2025 02:07,LDPE,0.553205729,575,215,130,48
17-09-2025 02:07,LDPE,0.469407797,587,178,105,34
17-09-2025 02:07,LDPE,0.429593742,113,30,110,45
17-09-2025 02:07,LDPE,0.429365516,624,128,31,37
17-09-2025 02:07,LDPE,0.840466499,529,257,65,61
17-09-2025 02:07,LDPE,0.833799541,618,265,44,128
17-09-2025 02:07,LDPE,0.477612734,612,118,56,38
17-09-2025 02:07,LDPE,0.789028645,252,131,143,84
17-09-2025 02:07,LDPE,0.603353024,298,18,59,37
17-09-2025 02:07,LDPE,0.402099431,88,78,176,145
17-09-2025 02:07,LDPE,0.800554991,303,17,62,35
17-09-2025 02:07,LDPE,0.63726151,372,201,126,70
17-09-2025 02:07,LDPE,0.794310153,390,206,114,72
17-09-2025 02:07,LDPE,0.734440684,321,24,52,48
17-09-2025 02:07,LDPE,0.499247432,277,65,142,128
17-09-2025 02:07,LDPE,0.877506971,271,145,133,70
17-09-2025 02:07,LDPE,0.563493729,314,23,57,46
17-09-2025 02:07,LDPE,0.401333213,620,135,37,55
17-09-2025 02:07,LDPE,0.461373925,356,169,125,60
17-09-2025 02:07,LDPE,0.41669023,241,40,155,77
17-09-2025 02:07,HDPE,0.416629136,622,122,36,24
17-09-2025 02:07,LDPE,0.402512193,240,111,143,70
17-09-2025 02:07,LDPE,0.768563092,296,21,55,40
17-09-2025 02:07,LDPE,0.704041481,249,128,145,87
17-09-2025 02:07,LDPE,0.565188706,86,80,173,155
17-09-2025 02:07,LDPE,0.47704643,356,207,109,63
17-09-2025 02:07,LDPE,0.417580724,429,27,163,37
17-09-2025 02:08,LDPE,0.889321268,218,63,141,124
17-09-2025 02:08,LDPE,0.704068184,346,151,157,74
17-09-2025 02:08,LDPE,0.6265769,67,41,135,80
17-09-2025 02:08,LDPE,0.799858212,319,25,55,48
17-09-2025 02:08,LDPE,0.679089367,385,210,126,76
17-09-2025 02:08,LDPE,0.640899599,276,137,140,89
17-09-2025 02:08,LDPE,0.417766213,238,5,74,10
17-09-2025 02:08,LDPE,0.468707263,554,19,171,39
17-09-2025 02:08,LDPE,0.654170394,622,120,36,29
17-09-2025 02:08,LDPE,0.72505039,621,120,38,31
17-09-2025 02:08,HDPE,0.439963043,622,119,35,29
17-09-2025 02:08,LDPE,0.478007436,621,120,38,30
17-09-2025 02:08,LDPE,0.454800487,612,171,55,32
17-09-2025 02:08,LDPE,0.789336145,205,118,56,44
17-09-2025 02:09,LDPE,0.71147722,71,44,142,79
17-09-2025 02:09,LDPE,0.454024017,617,186,46,67
17-09-2025 02:09,LDPE,0.48296231,187,6,60,13
17-09-2025 02:09,LDPE,0.713374555,567,362,142,84
17-09-2025 02:11,LDPE,0.634916306,26,364,52,81
17-09-2025 02:11,LDPE,0.718214214,78,453,157,52
17-09-2025 02:12,LDPE,0.577233791,66,132,133,112
17-09-2025 02:12,LDPE,0.688924968,82,37,165,74
17-09-2025 02:12,LDPE,0.533620238,39,34,79,30
17-09-2025 02:13,LDPE,0.752375245,68,36,136,68
17-09-2025 02:13,LDPE,0.405876994,54,33,109,52
17-09-2025 02:13,LDPE,0.401564777,50,30,101,61
17-09-2025 02:14,LDPE,0.763971567,69,221,139,116
17-09-2025 02:14,LDPE,0.671200275,563,143,151,119
17-09-2025 02:14,LDPE,0.595298588,551,37,172,70
17-09-2025 02:14,LDPE,0.443501472,582,291,115,41
17-09-2025 02:14,LDPE,0.747398436,63,54,127,91
17-09-2025 02:14,LDPE,0.559182465,68,97,137,126
17-09-2025 02:14,LDPE,0.475427449,93,462,187,36
17-09-2025 02:15,LDPE,0.426686525,459,403,30,40
17-09-2025 02:16,LDPE,0.516613781,444,450,198,59
17-09-2025 02:16,LDPE,0.507934272,582,248,116,41
17-09-2025 02:17,LDPE,0.413476408,34,7,69,15
17-09-2025 02:19,HDPE,0.508661091,269,26,35,28
17-09-2025 02:19,HDPE,0.499660134,15,26,31,29
2025-09-17 11:16:36,HDPE,0.577440083026886,68,652,104,135
2025-09-17 11:16:36,LDPE,0.5533324480056763,321,432,60,169
2025-09-17 11:16:36,PS,0.45197033882141113,417,665,42,79
2025-09-17 11:16:44,HDPE,0.8572888374328613,163,654,95,129
2025-09-17 11:16:44,HDPE,0.7978286147117615,393,680,79,80
2025-09-17 11:16:44,LDPE,0.5780712962150574,928,660,92,117
2025-09-17 11:16:44,PS,0.43462496995925903,507,439,42,67
2025-09-17 11:16:56,LDPE,0.8126585483551025,138,656,97,124
2025-09-17 11:16:56,LDPE,0.7723664045333862,917,657,98,123
2025-09-17 11:16:56,LDPE,0.6545673608779907,42,662,85,115
2025-09-17 11:16:56,LDPE,0.5599897503852844,797,358,183,149
2025-09-17 11:17:49,HDPE,0.4517456889152527,25,210,32,12
2025-09-17 11:18:11,HDPE,0.7618327736854553,114,198,28,19
2025-09-17 11:18:11,HDPE,0.5245340466499329,90,199,16,20
2025-09-19 08:52:41,PS,0.4098232388496399,483,642,145,147,291.99
2025-09-19 08:52:41,PS_count,1,,,,,
2025-09-19 08:52:46,PS,0.6195555925369263,484,641,145,149,293.97
2025-09-19 08:52:46,LDPE,0.6040709614753723,1136,701,103,37,123.47
2025-09-19 08:52:46,HDPE,0.4759102463722229,588,559,34,13,42.05
2025-09-19 08:52:46,LDPE,0.4753972291946411,137,225,124,114,237.79
2025-09-19 08:52:46,PS_count,1,,,,,
2025-09-19 08:52:46,LDPE_count,2,,,,,
2025-09-19 08:52:46,HDPE_count,1,,,,,
2025-09-19 08:52:50,PS,0.7323615550994873,800,687,80,65,144.22
2025-09-19 08:52:50,PS,0.7001669406890869,1128,540,98,66,160.85
2025-09-19 08:52:50,LDPE,0.5993855595588684,1153,637,207,164,368.5
2025-09-19 08:52:50,PS,0.512411892414093,1146,636,200,165,363.32
2025-09-19 08:52:50,LDPE,0.42200154066085815,411,175,95,174,257.14
2025-09-19 08:52:50,PS_count,3,,,,,
2025-09-19 08:52:50,LDPE_count,2,,,,,
2025-09-19 08:52:53,LDPE,0.48275166749954224,253,377,56,96,146.64
2025-09-19 08:52:53,HDPE,0.4507591128349304,858,686,52,39,90.07
2025-09-19 08:52:53,PS,0.44251346588134766,626,555,98,41,126.78
2025-09-19 08:52:53,PS,0.42978936433792114,691,613,59,67,125.75
2025-09-19 08:52:53,LDPE_count,1,,,,,
2025-09-19 08:52:53,HDPE_count,1,,,,,
2025-09-19 08:52:53,PS_count,2,,,,,
2025-09-19 08:52:58,LDPE,0.8746486902236938,250,384,69,72,140.97
2025-09-19 08:52:58,PS,0.7540897727012634,624,647,148,143,290.96
2025-09-19 08:52:58,LDPE,0.6071314811706543,860,685,53,38,89.76
2025-09-19 08:52:58,LDPE_count,2,,,,,
2025-09-19 08:52:58,PS_count,1,,,,,
2025-09-19 08:53:02,PS,0.8614456057548523,770,686,89,67,154.44
2025-09-19 08:53:02,PS,0.8467729687690735,652,679,113,82,192.52
2025-09-19 08:53:02,PS,0.8318998217582703,1223,692,107,56,154.82
2025-09-19 08:53:02,LDPE,0.7868785262107849,253,381,72,69,140.97
2025-09-19 08:53:02,HDPE,0.6372400522232056,945,657,85,95,179.72
2025-09-19 08:53:02,PS_count,3,,,,,
2025-09-19 08:53:02,LDPE_count,1,,,,,
2025-09-19 08:53:02,HDPE_count,1,,,,,
2025-09-19 08:53:05,PS,0.8717971444129944,683,670,157,99,249.34
2025-09-19 08:53:05,PS,0.8644583821296692,1204,690,116,59,165.46
2025-09-19 08:53:05,HDPE,0.8426305055618286,964,658,101,90,190.68
2025-09-19 08:53:05,PS,0.7562224268913269,1206,563,144,183,324.67
2025-09-19 08:53:05,PS,0.6925625801086426,678,602,93,48,133.63
2025-09-19 08:53:05,PS,0.6654811501502991,837,677,140,81,212.98
2025-09-19 08:53:05,PS,0.5848752856254578,777,536,260,121,354.74
2025-09-19 08:53:05,PS_count,6,,,,,
2025-09-19 08:53:05,HDPE_count,1,,,,,
2025-09-19 08:53:08,PS,0.8931881785392761,682,615,72,67,138.91
2025-09-19 08:53:08,PS,0.7230062484741211,599,660,132,119,250.66
2025-09-19 08:53:08,PS,0.6309023499488831,1251,687,55,63,117.73
2025-09-19 08:53:08,PS,0.46381860971450806,688,686,49,68,115.45
2025-09-19 08:53:08,PS,0.43481212854385376,612,557,108,44,137.87
2025-09-19 08:53:08,PS_count,5,,,,,
