Timestamp,Class,Confidence,X,Y,Width,Height,ParticleSize_�m
2025-09-28 10:50:56,PS,0.558053195476532,283,671,144,97,236.37
2025-09-28 10:50:56,PS,0.515008807182312,697,633,127,169,293.01
2025-09-28 10:50:56,PS,0.4309108853340149,174,701,106,37,125.25
2025-09-28 10:50:56,PS_count,4,,,,,
2025-09-28 10:51:00,PS,0.9042549133300781,561,608,192,222,412.91
2025-09-28 10:51:00,PS,0.5210870504379272,103,703,72,34,98.95
2025-09-28 10:51:00,LDPE,0.4685816168785095,1210,66,41,133,147.69
2025-09-28 10:51:00,LDPE,0.4205177426338196,309,671,221,97,292.83
2025-09-28 10:51:00,PS,0.41679316759109497,177,702,96,35,115.93
2025-09-28 10:51:00,PS_count,3,,,,,
2025-09-28 10:51:00,LDPE_count,2,,,,,
2025-09-28 10:51:04,PS,0.6589393019676208,915,672,179,95,260.81
2025-09-28 10:51:04,PS,0.6050710082054138,511,669,92,101,192.79
2025-09-28 10:51:04,LDPE,0.5547639727592468,315,672,226,96,294.59
2025-09-28 10:51:04,LDPE,0.5228367447853088,1207,67,40,134,146.42
2025-09-28 10:51:04,PS,0.4989140033721924,103,703,78,33,101.47
2025-09-28 10:51:04,PS,0.4681203365325928,724,662,237,113,327.3
2025-09-28 10:51:04,PS_count,4,,,,,
2025-09-28 10:51:04,LDPE_count,2,,,,,
2025-09-28 10:51:07,PS,0.5941022038459778,148,698,163,43,167.44
2025-09-28 10:51:07,PS,0.49170219898223877,578,612,213,212,425.0
2025-09-28 10:51:07,LDPE,0.46481460332870483,76,165,95,173,256.4
2025-09-28 10:51:07,PS_count,2,,,,,
2025-09-28 10:51:07,LDPE_count,1,,,,,
2025-09-28 10:51:10,PS,0.7807119488716125,988,680,98,80,177.09
2025-09-28 10:51:10,PS,0.7272890210151672,800,705,72,30,92.95
2025-09-28 10:51:10,PS,0.5624344348907471,103,702,76,35,103.15
2025-09-28 10:51:10,PS,0.5486519932746887,524,673,112,94,205.21
2025-09-28 10:51:10,LDPE,0.5427758097648621,74,168,93,182,260.2
2025-09-28 10:51:10,LDPE,0.4704001545906067,655,329,205,116,308.42
2025-09-28 10:51:10,PS_count,4,,,,,
2025-09-28 10:51:10,LDPE_count,2,,,,,
2025-09-28 10:51:15,PS,0.7257116436958313,804,709,112,21,96.99
2025-09-28 10:51:15,PS,0.694085419178009,521,674,105,91,195.5
2025-09-28 10:51:15,PS,0.6065758466720581,150,700,168,39,161.89
2025-09-28 10:51:15,PS,0.5978265404701233,983,684,92,72,162.78
2025-09-28 10:51:15,LDPE,0.5165866613388062,1149,690,75,59,133.04
2025-09-28 10:51:15,LDPE,0.4774078130722046,76,164,96,162,249.42
2025-09-28 10:51:15,PS,0.4256058931350708,1268,46,23,91,91.5
2025-09-28 10:51:15,PS,0.4061070680618286,304,671,202,97,279.96
2025-09-28 10:51:15,PS_count,6,,,,,
2025-09-28 10:51:15,LDPE_count,2,,,,,
2025-09-28 10:51:18,PS,0.6680184006690979,573,607,214,226,439.84
2025-09-28 10:51:18,PS,0.6662008166313171,799,710,101,19,87.61
2025-09-28 10:51:18,PS,0.6587042212486267,103,703,75,34,101.0
2025-09-28 10:51:18,LDPE,0.4406592845916748,1213,72,45,144,161.0
2025-09-28 10:51:18,PS,0.4184614419937134,177,701,102,37,122.87
